P_NAME,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,S_DISTANCE,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,S_LUMINOSITY,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
HAT-P-14 b,1093.3283,4.62767,,224.1,2.65,1.82,6600,0.075646006,1002.1155,1430.1579,5.6312806,0,0,0,0.058310146
HAT-P-15 b,616.58633,10.8635,,193.56,1,1.07,5568,0.097706888,109.02472,817.59968,0.98594595,0,0,0,0.084145052
HAT-P-16 b,1332.6528,2.77596,0.0413,235,1.22,1.24,6158,0.041326762,1162.1769,1487.1589,1.9810286,0,0,0,0.063405877
HAT-P-17 b,184.34024,10.33852,,92.63,0.99,0.87,5246,0.09821502,64.017148,703.3723,0.51361807,0,0,0,0.091504247
HAT-P-17 c,1080.6152,5584,5.6,92.63,0.99,0.87,5246,6.02588,0.017786558,90.240865,0.51361807,0,0,0,0.087093496
HAT-P-18 b,62.612117,5.508023,0.0559,166,0.77,0.75,4803,0.056097215,86.13418,775.1085,0.2682017,0,0,0,0.09099285
HAT-P-19 b,92.805777,4.008778,0.0466,215,0.84,0.82,4990,0.046704594,172.3946,922.37938,0.37352402,0,0,0,0.076361023
HAT-P-2 b,2739.6774,5.6335158,0.06814,128.25,1.33,1.39,6380,0.077253583,721.75808,1247.3684,2.8681441,0,0,0,0.072495013
HAT-P-20 b,2302.9817,2.875317,0.0361,70,0.76,0.69,4595,0.036104061,145.93631,885.45688,0.19016426,0,0,0,0.095951003
HAT-P-21 b,1547.8224,4.12448,,279.48,1.24,1.21,5588,0.055492469,449.67067,1161.3456,1.2790425,0,0,0,0.073790623
HAT-P-22 b,785.03517,3.21222,,81.96,1.13,1.11,5302,0.04437715,443.23625,1168.8833,0.87235549,0,0,0,0.071614753
HAT-P-23 b,425.88952,1.21288,,368.61,0.58,0.96,5905,0.018670258,2932.8693,1870.5861,1.0039468,0,0,0,0.072926318
HAT-P-24 b,238.371,3.35524,,420.26,1.37,1.38,6373,0.048823419,1189.4829,1494.8053,2.8146377,0,0,0,0.062908338
HAT-P-25 b,180.84413,3.6528151,0.0466,302.95,1.01,0.92,5519,0.046612326,324.07755,1080.8466,0.70356767,0,0,0,0.073312811
HAT-P-26 b,22.24796,4.23452,,142.41,1.12,0.87,5079,0.053567421,160.70138,904.62801,0.45127368,0,0,0,0.1222707
HAT-P-27 b,197.05336,3.039577,0.04,204,0.94,0.9,5300,0.04,357.89626,1108.1134,0.57263402,0,0,0,0.079928269
HAT-P-28 b,198.96033,3.257215,0.0434,395,1.02,1.1,5680,0.043456442,599.86488,1260.2196,1.1284111,0,0,0,0.067817587
HAT-P-29 b,279.68864,5.72319,,316.36,1.45,1.3,6087,0.07114532,415.69291,1148.6196,2.0786844,0,0,0,0.070719055
HAT-P-3 b,206.5882,2.8997,,135.08,1.06,0.87,5185,0.040567684,297.82542,1058.3647,0.49014231,0,0,0,0.086213809
HAT-P-30 b,263.79724,2.8106,,215.29,1.55,1.31,6304,0.045133614,1194.9181,1497.4388,2.4282649,0,0,0,0.057415705
HAT-P-31 b,721.46957,5.00542,,347.48,1.31,1.39,6065,0.064603736,616.40832,1254.2468,2.3422943,0,0,0,0.074304061
HAT-P-32 b,216.12304,2.1500082,0.03397,291.51,1.13,1.37,6001,0.034399398,1914.2272,1677.113,2.1808424,0,0,0,0.042685576
HAT-P-33 b,292.40176,3.47447,,400.55,1.82,1.79,6446,0.054801493,1650.3313,1623.8193,4.9562809,0,0,0,0.045526776
HAT-P-34 b,2227.9743,5.45265,,251.08,4.26,1.73,6442,0.10777349,532.62244,1176.2975,4.6181043,0,0,0,0.06192905
HAT-P-35 b,2390.0666,3.64671,,514.2,23.56,3.82,6096,0.13295281,1022.7899,1440.5163,18.054905,0,0,0,0.025205118
HAT-P-36 b,587.40972,1.3273468,0.0241,296.93,1.03,1.04,5620,0.0241,1664.4337,1627.2772,0.96671974,0,0,0,0.063657576
HAT-P-37 b,371.54094,2.797436,0.0379,411,0.93,0.88,5500,0.037963748,442.74946,1167.9119,0.63489915,0,0,0,0.070149202
HAT-P-38 b,84.860077,4.640382,0.0523,249,0.89,0.92,5330,0.052417387,224.25737,985.06605,0.6120306,0,0,0,0.097199814
HAT-P-39 b,190.37897,3.54387,0.0509,642,1.4,1.62,6430,0.0509,1551.4115,1598.9197,4.0194124,0,0,0,0.052887086
HAT-P-4 b,213.26259,3.056536,0.04438,314,,,5860,0.04438,,,,0,0,0,
HAT-P-40 b,152.55744,4.45724,,470.68,1.03,1.94,6080,0.05351793,1608.8213,1613.5107,4.6079358,0,0,0,0.054465893
HAT-P-41 b,378.21532,2.69405,,351.63,2.56,2.05,6390,0.051823488,2337.4725,1771.4608,6.2776891,0,0,0,0.04123942
HAT-P-42 b,331.81244,4.641878,0.0575,447,1.18,1.53,5743,0.0575,690.06672,1305.773,2.2815331,0,0,0,0.064427332
HAT-P-43 b,210.40214,3.332687,0.0443,542,1.05,1.1,5645,0.0443,560.94767,1239.8681,1.1008542,0,0,0,0.064737417
HAT-P-44 b,111.87546,4.301219,0.0507,363,0.94,0.95,5295,0.050749078,247.51675,1010.1556,0.63562316,0,0,0,0.068902393
HAT-P-44 c,1271.312,872.2,1.752,363,0.94,0.95,5295,1.9657755,0.23816665,169.07138,0.63562316,0,0,0,0.25420004
HAT-P-45 b,283.50258,3.128992,0.0452,305,1.26,1.32,6330,0.045254263,1228.2774,1507.5555,2.5064056,0,0,0,0.057896597
HAT-P-46 b,156.68921,4.463129,0.0577,296,1.28,1.4,6120,0.058136472,745.6055,1327.4931,2.4634877,0,0,0,0.064136187
HAT-P-49 b,699.22161,2.69155,,353.89,2.22,2.06,6820,0.049388842,3372.119,1941.4251,8.2254674,0,0,0,0.051947458
HAT-P-5 b,311.47144,2.78849,,306.01,1.04,1.12,5960,0.039273541,919.41084,1402.8858,1.4181094,0,0,0,0.067297284
HAT-P-50 b,429.0678,3.1220109,0.0453,497,1.27,1.7,6280,0.045599546,1975.6936,1694.306,4.0274028,0,0,0,0.063072362
HAT-P-51 b,98.208853,4.2180278,0.05069,470,0.98,1.04,5449,0.051073445,335.03355,1086.8687,0.8543239,0,0,0,0.065484818
HAT-P-52 b,259.98331,2.7535953,0.03694,385,0.89,0.89,5131,0.0369808,360.88027,1109.9557,0.49189988,0,0,0,0.080637705
HAT-P-53 b,471.65676,1.9616241,0.03159,719,1.09,1.21,5956,0.031873615,1669.2194,1622.9304,1.650738,0,0,0,0.061887128
HAT-P-54 b,241.54928,3.799847,0.04117,144.25,0.65,0.62,4390,0.041282723,75.676448,750.6511,0.12791754,0,0,0,0.096403172
HAT-P-55 b,184.9759,3.5852467,0.04604,480,1.01,1.01,5808,0.046484769,495.45448,1197.5938,1.0400107,0,0,0,0.069688392
HAT-P-56 b,734.18269,2.79083,,323.5,1.42,1.47,6566,0.04359412,1893.5248,1680.5934,3.5985441,0,0,0,0.054693141
HAT-P-57 b,448.13748,2.4653,,282.08,2.77,1.85,6330,0.050147504,1957.7097,1694.6577,4.9231939,0,0,0,0.04805426
HAT-P-6 b,419.53296,3.85298,,277.5,1.79,1.62,6570,0.058388197,1285.0796,1525.3778,4.3810696,0,0,0,0.05595888
HAT-P-65 b,167.49536,2.6054552,0.03951,841,1.21,1.86,5835,0.041335678,2416.1311,1754.2365,3.5931717,0,0,0,0.044441259
HAT-P-66 b,248.85933,2.972086,0.04363,927,1.25,1.88,6002,0.043806702,2167.6239,1735.7175,4.1094936,0,0,0,0.052121025
HAT-P-67 b,108.06152,4.8101025,0.06505,320,1.64,2.55,6406,0.06505,2318.5803,1767.8705,9.8110784,0,0,0,0.040601024
HAT-P-69 b,1137.8243,4.7869491,0.06555,343.9,1.65,1.93,7394,0.06555,2321.5373,1768.4339,9.9751871,0,0,0,0.049644602
HAT-P-7 b,584.80353,2.20474,,344.46,1.56,2,6389,0.038440527,4041.1179,2031.2823,5.9714554,0,0,0,0.05439675
HAT-P-70 b,2154.8739,2.7443245,0.04739,329,1.89,1.86,8450,0.04739,7036.6825,2333.3877,15.803067,0,0,0,0.04459505
HAT-P-8 b,406.81984,3.07634,,212.84,1.27,1.57,6200,0.044819501,1624.5036,1617.4285,3.2632828,0,0,0,0.058648175
HAT-P-9 b,238.05317,3.9228107,0.05287,480,1.28,1.34,6350,0.053056525,939.10066,1408.4669,2.6157314,0,0,0,0.059388566
HATS-1 b,589.57095,3.446459,0.0444,303,0.99,1.04,5870,0.04471968,587.88373,1251.0884,1.1505559,0,0,0,0.063736251
HATS-10 b,167.17753,3.312846,0.04491,496,1.1,1.1,5880,0.050546227,742.43185,1261.2249,1.2959353,0,0,0,0.081889194
HATS-11 b,,3.619188,0.0507,967.34,1.33,1.54,6563,0.0507,1533.6413,1594.3213,3.9422095,0,0,0,0.051761042
HATS-12 b,,3.142702,0.0441,512.41,1.16,1.17,6357,0.0441,1029.8928,1443.2545,2.0029459,0,0,0,0.10794607
HATS-13 b,172.58061,3.0440499,0.04057,476,0.96,0.89,5523,0.041234557,407.93589,1137.8565,0.66034187,0,0,0,0.068652447
HATS-14 b,340.39379,2.7667641,0.03815,513,0.97,0.93,5346,0.038534628,439.34388,1161.9567,0.63295139,0,0,0,0.078135431
HATS-15 b,689.68677,1.7474875,0.02712,689,0.87,0.92,5311,0.027335279,826.92329,1362.1022,0.60335026,0,0,0,0.072989217
HATS-16 b,1039.2976,2.686502,0.03744,774,0.97,1.24,5738,0.03744,1065.375,1455.5279,1.4933933,0,0,0,0.063012482
HATS-17 b,425.25387,16.254611,0.1308,339,1.13,1.09,5846,0.130855,72.701621,743.81069,1.2433027,0,0,0,0.1120395
HATS-18 b,629.14053,0.83784,0.0174,645,1.04,1.02,5600,0.0174,3027.9075,1889.864,0.91672927,0,0,0,0.061143467
HATS-2 b,427.47866,1.354133,0.023,360,0.88,0.9,5227,0.023,1024.0661,1441.2088,0.54173097,0,0,0,0.069296703
HATS-22 b,870.84873,4.7228124,0.05025,207.9,0.76,0.69,4803,0.050406805,90.182964,784.18126,0.22700592,0,0,0,0.09348354
HATS-23 b,467.20716,2.1605156,0.03397,747,1.12,1.2,5780,0.034190737,1256.0645,1512.982,1.44,0,0,0,0.045500922
HATS-24 b,718.29129,1.3484978,0.0238,510,1.07,1.12,6125,0.0238,2792.5127,1852.0116,1.5817909,0,0,0,0.058563842
HATS-25 b,194.82857,4.2986432,0.05163,466,0.99,1.11,5715,0.052429645,448.77435,1165.7245,1.1776047,0,0,0,0.066152413
HATS-26 b,206.5882,3.3023881,0.04735,907,1.3,2.04,6071,0.048771092,2330.1925,1749.7516,5.065122,0,0,0,0.047717259
HATS-27 b,168.44884,4.637038,0.0611,840,1.42,1.74,6438,0.071412489,1533.6832,1479.3954,4.6600549,0,0,0,0.055153779
HATS-28 b,213.58042,3.1810781,0.04131,521,0.93,0.92,5498,0.042152807,414.59034,1140.6918,0.69292023,0,0,0,0.06950098
HATS-29 b,207.54169,4.6058749,0.05475,351,1.03,1.07,5670,0.05543339,358.18704,1103.1074,1.0602016,0,0,0,0.067162776
HATS-3 b,340.39379,3.547851,0.0485,453,1.21,1.4,6351,0.0485,1214.59,1504.0156,2.8570193,0,0,0,0.059591911
HATS-30 b,224.38657,3.1743516,0.04354,339,1.09,1.06,5943,0.043740632,665.51363,1291.7568,1.2558082,0,0,0,0.069496801
HATS-31 b,279.68864,3.37796,0.0478,872,1.27,1.87,6050,0.049097507,1889.1148,1662.2025,4.1975256,0,0,0,0.050742785
HATS-32 b,292.40176,2.8126548,0.04024,839,1.1,1.1,5700,0.044703441,801.1675,1294.3231,1.1443884,0,0,0,0.065615001
HATS-33 b,378.85098,2.5495551,0.03727,255,1.06,1.02,5659,0.037389264,690.43562,1304.377,0.95597771,0,0,0,0.066718275
HATS-34 b,299.07615,2.1061607,0.03166,532,0.95,0.98,5380,0.031844641,723.42876,1318.3761,0.72089149,0,0,0,0.058351948
HATS-35 b,388.38582,1.8209993,0.03199,557,1.32,1.43,6300,0.033487708,2962.396,1845.4866,2.8861767,0,0,0,0.056042637
HATS-36 b,,4.175186,0.0523,878.65,1.1,1.1,5950,0.0523,496.75072,1202.7615,1.3587573,0,0,0,0.071194939
HATS-39 b,200.23164,4.5776348,0.06007,773,1.38,1.62,6572,0.062341397,1264.3565,1497.0899,4.3864067,0,0,0,0.053071691
HATS-4 b,420.48645,2.516729,0.0362,420,1,0.93,5403,0.036203059,503.98078,1207.076,0.66038076,0,0,0,0.079056788
HATS-40 b,505.34652,3.2642736,0.04997,1431,1.56,2.26,6460,0.05240214,3359.3539,1902.9853,7.969583,0,0,0,0.052248616
HATS-41 b,3082.9316,4.193649,0.0583,800,1.5,1.71,6424,0.06250926,1419.1572,1519.1686,4.461727,0,0,0,0.061500204
HATS-42 b,597.51665,2.292102,0.03689,942,1.27,1.48,6060,0.037857274,1997.9386,1686.252,2.6466869,0,0,0,0.05852623
HATS-43 b,82.953109,4.3888497,0.04944,341,0.84,0.81,5099,0.050179845,165.05932,908.00119,0.39737334,0,0,0,0.074074148
HATS-44 b,177.98368,2.7439004,0.03649,463,0.86,0.85,5080,0.037910209,337.15586,1075.3384,0.4311033,0,0,0,0.077123898
HATS-45 b,222.4796,4.1876244,0.05511,818,1.27,1.31,6450,0.056697168,902.59232,1381.0494,2.6611545,0,0,0,0.063800363
HATS-46 b,54.984245,4.7423729,0.05367,448,0.92,0.85,5495,0.062055428,247.11081,943.45879,0.59019739,0,0,0,0.089876699
HATS-5 b,75.325237,4.763387,0.0542,257,0.94,0.87,5304,0.054209783,182.73471,936.63584,0.53671189,0,0,0,0.090684947
HATS-50 b,123.95292,3.8297015,0.05046,717,1.17,1.12,5990,0.057177639,663.38433,1221.7136,1.4468782,0,0,0,0.071901711
HATS-51 b,244.09191,3.3488702,0.04639,478,1.19,1.44,5758,0.048915936,1005.2829,1404.1449,2.0422094,0,0,0,0.058675907
HATS-52 b,711.93473,1.3666544,0.02498,631,1.11,1.05,6010,0.025735845,2130.7651,1710.8826,1.2887395,0,0,0,0.059177997
HATS-53 b,189.10766,3.8537768,0.04753,613,0.96,1.1,5644,0.050118009,515.84971,1188.4219,1.1000743,0,0,0,0.062398556
HATS-54 b,241.54928,2.5441828,0.03763,769,1.1,1.32,5702,0.037928707,1174.7677,1487.0699,1.6502334,0,0,0,0.074852622
HATS-55 b,292.71959,4.2042001,0.05412,623.6,1.2,1.13,6214,0.054349036,584.87184,1250.8878,1.7058095,0,0,0,0.066013905
HATS-56 b,191.33246,4.324799,0.06043,577.1,1.57,2.2,6536,0.060440908,2167.4815,1738.2185,7.9137474,0,0,0,0.04935392
HATS-57 b,1000.2047,2.350621,0.03493,280,1.03,0.96,5587,0.034943693,659.65816,1290.954,0.80453659,0,0,0,0.071417493
HATS-58 A b,327.36284,4.2180896,0.05798,492,1.46,1.43,7175,0.058798214,1465.2402,1567.8192,4.8556608,0,0,0,0.073001435
HATS-59 b,256.16937,5.416081,0.06112,654.88,1.04,1.04,5670,0.061628549,270.37393,1029.8439,1.0015844,0,0,0,0.074463191
HATS-59 c,4036.4156,1422,2.504,654.88,1.04,1.04,5670,2.512625,0.16029501,160.99496,1.0015844,0,0,0,0.21076137
HATS-6 b,101.38713,3.3252725,0.03623,148.4,0.57,0.57,3724,0.03623,42.652096,651.07348,0.055985692,0,0,0,0.1030073
HATS-60 b,210.40214,3.560829,0.04708,494.3,1.1,1.46,5688,0.047938763,918.81835,1392.9479,1.9990917,0,0,0,0.070206009
HATS-61 b,1080.6152,7.817953,0.07908,694,1.08,1.66,5542,0.079414667,374.01011,1118.5979,2.3290076,0,0,0,0.069729325
HATS-62 b,56.891213,3.2768837,0.04163,516.8,0.9,0.93,5416,0.043478455,403.04213,1121.9262,0.66675943,0,0,0,0.077345017
HATS-63 b,305.11488,3.0566527,0.04026,634.8,0.93,1.07,5627,0.040632324,640.42796,1277.1574,1.0284042,0,0,0,0.067949774
HATS-64 b,305.11488,4.908897,0.06562,1083,1.56,2.11,6554,0.066368101,1729.081,1635.7763,7.3600253,0,0,0,0.049718486
HATS-65 b,260.93679,3.105161,0.04497,495,1.26,1.31,6277,0.045056432,1182.5794,1492.9283,2.3869304,0,0,0,0.055324899
HATS-66 b,1694.0233,3.1414391,0.04714,1538,1.41,1.84,6626,0.047236543,2636.5871,1824.1952,5.8469586,0,0,0,0.057987
HATS-67 b,460.8506,1.6091788,0.03032,982,1.44,1.44,6594,0.030369255,3826.993,2002.6007,3.5124439,0,0,0,0.049224093
HATS-68 b,409.99812,3.5862202,0.05071,618.2,1.35,1.75,6147,0.05074286,1524.4458,1591.5391,3.9175775,0,0,0,0.065778424
HATS-69 b,183.38676,2.2252577,0.03211,420.3,0.89,0.88,5137,0.036434591,548.22674,1163.9624,0.48316143,0,0,0,0.084175795
HATS-7 b,38.13936,3.185315,0.04012,257,0.85,0.81,4985,0.040699734,228.85769,985.49338,0.36301062,0,0,0,0.13097739
HATS-70 b,4099.9812,1.8882378,0.03632,1307,1.78,1.88,7930,0.036908384,9650.6704,2509.6267,12.522675,0,0,0,0.058712969
HATS-8 b,43.860264,3.583893,0.04667,829,1.06,1.09,5679,0.049969009,548.5952,1198.6485,1.1072077,0,0,0,0.089979155
HATS-9 b,,1.915291,0.0312,654.36,1.1,1.56,5599,0.0312,2201.2559,1745.0687,2.1427905,0,0,0,0.065374365
HD 100546 b,,,53,110.02,2.4,,10500,53,,,,0,0,0,
HD 100655 b,511.70308,157.57001,0.68,137.72,2.28,10.06,4891,0.682754,112.67394,828.77937,51.888995,0,0,0,0.075885647
HD 100777 b,327.36284,383.70001,1.03,49.6,0.83,1.04,5533,1.096744,0.91762263,243.01291,0.90823452,1,1,0,0.388026
HD 10180 c,13.221645,5.75969,0.06412,39,1.06,1.11,5911,0.064290848,328.66366,1083.6721,1.3476541,0,0,0,0.18831647
HD 10180 d,12.013899,16.357,0.12859,39,1.06,1.11,5911,0.12969337,82.209661,764.65925,1.3476541,0,0,0,0.2060965
HD 10180 e,25.585154,49.748,0.2699,39,1.06,1.11,5911,0.270251,18.524147,528.28395,1.3476541,0,0,0,0.19939673
HD 10180 f,22.947182,122.744,0.4929,39,1.06,1.11,5911,0.49638998,5.5867316,390.63779,1.3476541,0,0,0,0.31522181
HD 10180 g,23.26501,604.67,1.427,39,1.06,1.11,5911,1.4763521,0.68595413,228.7781,1.3476541,1,1,0,0.50472076
HD 10180 h,65.663265,2205,3.381,39,1.06,1.11,5911,3.3962568,0.11842864,149.20087,1.3476541,0,0,0,0.20102448
HD 101930 b,79.457001,70.46,0.3,30.05,0.57,0.86,5108,0.301815,5.0430132,380.91411,0.45111691,0,0,0,0.24723159
HD 102117 b,54.03076,20.8133,0.15,39.62,1.06,1.23,5655,0.15108,62.057809,713.12266,1.3862109,0,0,0,0.11686108
HD 102195 b,130.30948,4.11377,0.05,29.36,0.76,0.82,5301,0.05,190.28632,946.23019,0.47571579,0,0,0,0.068925563
HD 102272 b,1570.0703,127.58,0.51,350.01,1.45,10.3,4790,0.5106375,192.62309,948.67658,50.0386,0,0,0,0.075020202
HD 102329 b,2593.4765,778.09998,1.81,218.42,3.21,9.82,4745,1.8499105,13.673922,485.80098,43.798223,0,0,0,0.14191937
HD 102329 c,483.09856,1123,,218.42,3.21,9.82,4745,3.1865023,4.6056704,370.12104,43.798223,0,0,0,0.23936084
HD 102365 b,15.8914,122.1,0.46,9.29,0.85,,5630,0.486588,2.8307461,323.00689,0.56330155,0,0,0,0.45237351
HD 102843 b,113.90002,3090.942,4.074,62.87,0.95,,5436,4.0986477,,,,0,0,0,
HD 102956 b,305.11488,6.4947,0.0807,122.32,1.66,4.55,4985,0.080755239,1760.0398,1649.7342,11.454393,0,0,0,0.065766402
HD 103197 b,28.60452,47.84,0.25,57.24,0.8,0.88,5250,0.25,8.4335648,434.1579,0.5270978,0,0,0,0.25142214
HD 103720 b,197.05336,4.5557,0.0498,41.6,0.79,0.73,5017,0.04998416,122.4233,846.26575,0.30248983,0,0,0,0.072671979
HD 103774 b,116.64288,5.8881,0.07,56.5,1.33,,6489,0.0702835,650.76046,1284.8083,3.1757856,0,0,0,0.068810138
HD 103949 b,11.200259,120.878,0.439,26.52,0.77,,4792,0.44692395,,,,0,0,0,
HD 104067 b,50.85248,55.806,0.26,20.38,0.62,0.74,4937,0.26,4.311793,367.12113,0.2914772,0,0,0,0.29279435
HD 10442 b,472.61024,1032.3,2.01,135.89,1.01,1.97,4912,2.0275111,0.50545133,214.10921,2.0242052,1,1,0,0.34748821
HD 104985 b,2637.9724,199.505,0.95,100.86,2.3,11,4877,0.9538475,68.23448,731.1122,61.331705,0,0,0,0.086351871
HD 106252 b,2202.5481,1531,2.61,38.23,1.01,1.1,5874,2.910672,0.2159714,165.518,1.2906539,0,0,0,0.24368423
HD 106270 b,3219.5977,1888,3.34,94.06,1.39,2.66,5509,3.3971558,0.53261341,216.23194,5.839061,1,1,0,0.36070479
HD 106315 b,12.598702,9.55237,0.0907,109,1.09,1.3,6327,0.091092232,296.23638,1055.2312,2.426424,0,0,0,0.23765085
HD 106315 c,15.198535,21.05704,0.1536,109,1.09,1.3,6327,0.15731712,105.42826,808.83506,2.426424,0,0,0,0.17695376
HD 10647 b,298.75832,989.2,2.015,17.34,1.11,1.1,6218,2.0376687,0.40370897,202.21444,1.6206039,1,1,0,0.3186377
HD 106515 A b,3054.3271,3630,4.59,34.12,0.97,1.62,5362,5.3408873,0.11247406,137.2788,1.9436851,0,0,0,0.1749498
HD 106906 b,3496.108,,650,103.33,1.5,,6516,650,,,,0,0,0,
HD 10697 b,2028.6961,1075.69,2.14,33.15,1.13,1.79,5600,2.15164,0.61986119,225.59453,2.8232336,1,1,0,0.37382064
HD 107148 b,66.743881,48.056,0.269,49.49,1.12,,5797,0.26933625,15.218038,502.95688,1.0998151,0,0,0,0.15540807
HD 108147 b,82.953109,10.8985,0.102,38.96,1.27,,6265,0.1163259,139.6952,824.63247,1.2324703,0,0,0,0.08785251
HD 108341 b,1112.398,1129,2,49.4,0.84,0.79,5122,2.7225,0.18264578,133.78227,0.38485854,0,0,0,0.22127026
HD 108863 b,767.2368,437.7,1.32,165.52,1.59,5.74,4878,1.3206758,9.5974139,448.3323,16.71397,0,0,0,0.1642234
HD 108874 b,451.31576,394.48123,1.04,59.62,1.1,1.05,5600,1.048788,0.90584486,247.7549,0.97144754,1,1,0,0.38905139
HD 108874 c,314.64972,1624,2.659,59.62,1.1,1.05,5600,2.7349424,0.14149943,154.54892,0.97144754,0,0,0,0.18969571
HD 109246 b,273.33208,68.27,0.33,67.97,1.2,1.07,5844,0.332376,11.066717,463.41472,1.1964568,0,0,0,0.15003247
HD 109271 b,17.162712,7.8543,0.079,55.96,1.05,,5783,0.08146875,249.94859,1000.872,1.5103949,0,0,0,0.17149526
HD 109271 c,24.154928,30.93,0.196,55.96,1.05,,5783,0.198205,39.76674,637.05228,1.5103949,0,0,0,0.17286905
HD 109749 b,85.813561,5.239891,0.0615,63.2,1.13,1.22,5824,0.0615,405.64258,1143.3542,1.5342417,0,0,0,0.081435462
HD 110014 b,3524.7126,835.477,2.14,100.98,2.17,20.9,4445,2.3683851,37.616286,603.66695,152.78062,0,0,0,0.099289411
HD 111232 b,2269.2919,1143,1.97,28.98,0.84,0.9,5512,2.0094,0.17617425,163.80114,0.66990081,0,0,0,0.21942755
HD 111591 b,1398.4432,1056.4,2.5,114.54,1.94,8.03,4884,2.5845,5.4467972,384.15952,32.871715,0,0,0,0.22260867
HD 111998 b,1433.4043,825.9,1.82,33.26,1.18,1.45,6557,1.820819,1.0517152,257.95628,3.4821332,1,1,0,0.39449159
HD 113337 b,899.45325,324,0.92,36.22,1.4,1.5,6576.6,1.017336,5.0179683,364.98008,3.7711767,0,0,0,0.23088469
HD 113538 b,114.41808,663.2,1.24,15.9,0.58,0.53,4462,1.252152,0.065525996,128.42185,0.099760507,0,0,0,0.13196937
HD 113538 c,295.58004,1818,2.44,15.9,0.58,0.53,4462,2.4888,0.017101861,91.430725,0.099760507,0,0,0,0.082930469
HD 113996 b,2002.3164,610.2,1.6,116.34,1.49,25.11,4181,1.66272,70.241139,726.41804,172.62462,0,0,0,0.085149366
HD 114386 b,362.32392,937.70001,1.73,27.95,0.6,0.76,4836,1.7757585,0.097178653,140.80904,0.28304859,0,0,0,0.15640779
HD 114613 b,113.4646,4000,5.34,20.29,1.27,2.14,5641,5.9000699,0.16390027,155.22609,4.1547088,0,0,0,0.2085639
HD 114729 b,262.2081,1121.79,2.067,37.85,0.94,1.47,5844,2.0734501,0.53020358,217.14308,2.2582091,1,1,0,0.35055251
HD 114762 b,3397.5814,83.9151,0.36,40.23,0.8,1.2,5869,0.380808,12.559669,468.79299,1.5307617,0,0,0,0.14835375
HD 114783 b,349.6108,493.7,1.16,20.4,0.85,,5135,1.1720269,,,,0,0,0,
HD 114783 c,194.19291,4319,,20.4,0.85,,5135,4.9155417,,,,0,0,0,
HD 11506 b,1535.1093,1622.1,2.9,51.34,1.24,1.34,6030,3.1031457,0.27273925,179.03332,2.127,0,0,0,0.27251519
HD 11506 c,129.67383,223.41,0.774,51.34,1.24,1.34,6030,0.78841536,3.6185,348.89525,2.127,0,0,0,0.26670987
HD 116029 b,444.9592,670,1.65,123.68,0.83,4.89,4819,1.65,4.2439102,365.66758,11.554045,0,0,0,0.24937165
HD 116029 c,403.64156,907,,123.68,0.83,4.89,4819,1.7241985,3.894935,357.80984,11.554045,0,0,0,0.2600915
HD 117207 b,612.13673,2621.75,3.787,32.38,1.05,1.07,5732,3.8336729,0.078182554,134.08926,1.1073398,0,0,0,0.14207211
HD 11755 b,1789.3717,433.70001,1.09,236.64,0.72,20.58,4312,1.1096745,112.46708,823.97839,131.18809,0,0,0,0.079276747
HD 117618 b,55.302073,25.8,0.18,37.82,1.08,,5990,0.182025,41.38244,643.42673,1.3256213,0,0,0,0.12415447
HD 118203 b,886.74013,6.1335,0.07,92.51,1.84,2.06,5864,0.0733635,965.0341,1393.5339,4.4957167,0,0,0,0.069057152
HD 119130 b,24.501361,16.9841,0.13,114.29,1,1.09,5725,0.130104,67.718077,730.61854,1.1435196,0,0,0,0.24340763
HD 11964 b,197.68902,1945,3.16,33.57,1.12,,5349,3.162656,0.21017837,172.44671,2.0969924,0,0,0,0.2325559
HD 11964 c,25.044847,37.91,0.229,33.57,1.12,,5349,0.239305,41.918448,636.97529,2.0969924,0,0,0,0.16911754
HD 11977 b,2078.5951,711,1.93,68.05,1.91,10.09,4970,2.0844,16.302052,495.67653,55.654019,0,0,0,0.13078847
HD 120084 b,1430.226,2082,4.3,103.35,2.39,9.12,4892,5.23654,3.0725128,304.38148,42.679971,0,0,0,0.29585163
HD 121504 b,479.92028,63.33,0.33,41.71,1.62,1.07,6027,0.3301485,12.434508,478.33123,1.3535084,0,0,0,0.14329122
HD 12484 b,947.12745,58.83,0.297,51.1,1.01,,5920,0.29772765,7.7348231,424.48043,0.68060737,0,0,0,0.18413214
HD 125595 b,6.3565601,9.6737,0.08,28.22,0.29,0.74,4691,0.08,37.122212,628.85913,0.23758216,0,0,0,0.26936269
HD 125612 b,985.26681,557.04,1.372,57.72,1.11,1.05,5841,1.5142065,0.68604546,222.15331,1.1497835,1,1,0,0.37908459
HD 125612 c,17.48054,4.15514,0.0524,57.72,1.11,1.05,5841,0.052462906,419.25234,1152.3066,1.1497835,0,0,0,0.16833399
HD 125612 d,2313.7879,2835,4.06,57.72,1.11,1.05,5841,4.0878838,0.07023723,130.81624,1.1497835,0,0,0,0.1390396
HD 12648 b,622.94289,133.60001,0.54,183.15,0.67,11.02,4835,0.540432,204.07882,962.64026,59.461759,0,0,0,0.072228559
