P_NAME,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,S_DISTANCE,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,S_LUMINOSITY,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
WASP-168 b,133.48776,4.153658,0.0519,306.63,1.08,1.12,6000,0.0519,540.74807,1228.5523,1.4565644,0,0,0,0.056415454
WASP-17 b,247.90584,3.73543,,410.41,2.28,1.49,6550,0.061998556,952.49617,1415.3398,3.6612247,0,0,0,0.045543391
WASP-170 b,508.5248,2.3447802,0.0337,308.27,0.93,0.94,5600,0.0337,685.54609,1303.6292,0.77856784,0,0,0,0.07377728
WASP-172 b,149.37916,5.477433,0.0694,546.02,1.49,1.91,6900,0.0694,1538.2708,1595.5232,7.4088661,0,0,0,0.052923402
WASP-173 A b,1172.7853,1.3866532,0.0248,234.54,1.05,1.11,5800,0.0248,2031.1557,1710.3332,1.249242,0,0,0,0.067153332
WASP-174 b,413.1764,4.2337,0.0559,414.69,1.3,1.31,6400,0.0559,825.51984,1365.6103,2.5795927,0,0,0,0.06330234
WASP-177 b,161.45663,3.071722,0.03957,178,0.88,0.89,5017,0.03957,287.15274,1048.7528,0.44961942,0,0,0,0.055589598
WASP-18 b,3635.9524,0.94145,,123.92,1.46,1.29,6431,0.021322938,5609.8746,2204.8297,2.5502462,0,0,0,0.066817161
WASP-181 b,95.030573,4.5195064,0.05427,443,1.04,0.96,5839,0.05427,325.88575,1082.4585,0.95980943,0,0,0,0.070704536
WASP-183 b,159.54966,4.1117771,0.04632,328,0.78,0.87,5313,0.04632,251.85427,1014.921,0.54036401,0,0,0,0.059657982
WASP-19 b,339.75814,0.78883899,0.01634,270.41,0.9,1,5568,0.016340033,3225.3906,1919.951,0.86116338,0,0,0,0.058626607
WASP-190 b,317.828,5.367753,0.0663,550.76,1.35,1.6,6400,0.0663,875.43005,1385.7991,3.8481191,0,0,0,0.070423882
WASP-2 b,290.81262,2.152226,0.03138,166,0.89,0.84,5200,0.03138,469.41257,1185.8605,0.46223262,0,0,0,0.075984446
WASP-20 b,98.844509,4.8996284,0.06,210,1.2,1.39,5940,0.06,598.6342,1260.1879,2.1550831,0,0,0,0.057519605
WASP-21 b,95.348401,4.322482,0.052,260.33,0.89,1.14,5800,0.052,487.30811,1197.0046,1.3176811,0,0,0,0.075961225
WASP-22 b,212.94476,3.53269,,320.5,1.46,1.24,6000,0.05149729,673.64152,1297.8352,1.7854061,0,0,0,0.066756739
WASP-23 b,280.95995,2.9444256,0.0376,208.74,0.78,0.77,5150,0.037672267,264.82541,1027.002,0.37367928,0,0,0,0.085021398
WASP-24 b,394.10672,2.34121,,325.05,1.43,1.42,6075,0.03886707,1628.8716,1618.5146,2.4606535,0,0,0,0.059408482
WASP-25 b,139.84432,3.76483,,212.7,0.67,0.8,5750,0.041434751,365.09891,1113.647,0.62681589,0,0,0,0.076697795
WASP-26 b,270.1538,2.7566,,254.51,0.86,1.22,6034,0.036581221,1321.0314,1535.9363,1.7677854,0,0,0,0.066944128
WASP-28 b,288.27,3.40883,0.04469,410,1.02,1.09,6150,0.04469,762.4676,1338.7524,1.5227973,0,0,0,0.067389838
WASP-29 b,73.100441,3.92273,,87.82,0.77,0.79,4800,0.044626633,149.24707,890.32391,0.29682999,0,0,0,0.10518813
WASP-3 b,772.32205,1.84683,,232.7,1.62,1.44,6400,0.034591216,2604.9648,1820.1005,3.1169765,0,0,0,0.057660143
WASP-31 b,151.92179,3.4059096,0.04659,360,1.16,1.25,6302,0.04659,1017.2714,1438.8122,2.2081179,0,0,0,0.053923291
WASP-32 b,835.88765,2.71866,,278.17,0.72,0.95,6140,0.034160455,984.83178,1427.2019,1.1492363,0,0,0,0.0821841
WASP-33 b,665.21401,1.21987,0.0239,122.36,1.5,1.44,7430,0.0239,9912.2691,2542.074,5.6619872,0,0,0,0.051651959
WASP-34 b,177.98368,4.31768,,132.59,0.96,0.91,5700,0.051220942,299.23889,1059.3002,0.78319671,0,0,0,0.081862821
WASP-35 b,225.65788,3.16158,,203.39,1.05,1.08,5990,0.042839274,733.0933,1325.6678,1.3453753,0,0,0,0.063464563
WASP-36 b,750.39191,1.537366,0.02677,390.64,1.08,0.98,5959,0.02677,1514.0409,1589.2028,1.0850115,0,0,0,0.061577304
WASP-37 b,572.09041,3.577469,0.0446,343,0.93,1,5800,0.0446,509.71909,1210.5358,1.0139128,0,0,0,0.07076913
WASP-38 b,1093.3283,6.87188,,136.77,1.76,1.52,6180,0.085426553,414.31462,1149.2226,3.0194631,0,0,0,0.067745155
WASP-39 b,88.991841,4.055259,0.0486,230,0.93,0.9,5400,0.0486,261.26195,1024.2688,0.61709028,0,0,0,0.067392942
WASP-4 b,376.94401,1.3382315,0.0226,269.21,0.86,0.89,5400,0.0226,1181.4812,1493.6595,0.60345334,0,0,0,0.062024457
WASP-41 b,270.1538,3.0524,,164.14,0.81,0.83,5545,0.038379459,396.14423,1136.6015,0.58351367,0,0,0,0.074686874
WASP-41 c,1010.693,421,1.07,164.14,0.81,0.83,5545,1.1162433,0.53322928,214.07381,0.58351367,1,1,0,0.35625067
WASP-42 b,167.49536,4.9816819,0.0561,178.19,0.95,0.89,5315,0.0561,179.95172,933.1123,0.56634587,0,0,0,0.076660418
WASP-43 b,565.73385,0.813475,0.0142,80,0.58,0.6,4400,0.0142,599.54966,1260.6694,0.12089319,0,0,0,0.085152255
WASP-44 b,282.54909,2.4238039,0.03473,368.31,0.95,0.93,5410,0.03473,550.34375,1233.9666,0.66380971,0,0,0,0.071685254
WASP-45 b,330.54112,3.12609,,212.48,0.95,0.96,5140,0.041123026,340.81088,1094.6449,0.5763464,0,0,0,0.072878045
WASP-46 b,607.05149,1.4303676,0.02335,379.36,0.83,0.86,5600,0.02335,1195.2641,1497.9968,0.6516849,0,0,0,0.068836229
WASP-47 b,363.09625,4.1591289,,266.69,1.04,1.14,5552,0.051269087,420.9059,1153.9611,1.1063593,0,0,0,0.072996777
WASP-47 c,398.19717,588.5,1.393,266.69,1.04,1.14,5552,1.4540245,0.59690486,220.14437,1.1063593,1,1,0,0.36399415
WASP-47 d,13.10087,9.03077,,266.69,1.04,1.14,5552,0.085976498,149.71467,891.13812,1.1063593,0,0,0,0.19671521
WASP-47 e,6.8301238,0.789592,,266.69,1.04,1.14,5552,0.016935154,3857.6062,2007.8182,1.1063593,0,0,0,0.26471172
WASP-48 b,254.2624,2.14363,,460.14,0.88,1.58,5920,0.031172406,2827.151,1857.7281,2.747196,0,0,0,0.05483874
WASP-49 b,117.59636,2.78174,,195.64,0.92,0.97,5600,0.03764002,585.17333,1253.0432,0.82905668,0,0,0,0.07323916
WASP-5 b,502.16824,1.6284279,0.0267,311.88,0.96,1.03,5700,0.026719277,1408.49,1560.3272,1.0033732,0,0,0,0.073500303
WASP-50 b,466.82577,1.9551,0.0293,185.82,0.89,0.84,5400,0.0293,626.16245,1274.432,0.5375542,0,0,0,0.070064555
WASP-52 b,146.20088,1.7497798,0.0272,140,0.87,0.79,5000,0.0272,472.37297,1187.7257,0.34948042,0,0,0,0.06558214
WASP-53 b,677.6093,3.3098443,0.04101,202.51,0.84,0.8,4953,0.041028454,205.28533,964.18653,0.34509759,0,0,0,0.078732028
WASP-53 c,5196.4878,2840,3.73,202.51,0.84,0.8,4953,5.036249,0.045316309,95.56409,0.34509759,0,0,0,0.11865747
WASP-54 b,187.51852,3.69364,,253.03,1.08,1.76,6100,0.048085769,1674.1419,1628.1452,3.8426721,0,0,0,0.052564267
WASP-55 b,193.87508,4.46563,,299.97,1.11,1.09,5900,0.05493794,427.3709,1158.3669,1.2898811,0,0,0,0.063233638
WASP-56 b,143.0226,4.6171,,323.99,0.71,0.96,5600,0.048399609,346.65663,1099.309,0.81205084,0,0,0,0.085702772
WASP-57 b,204.68123,2.8389186,0.03769,402.8,0.89,0.93,5600,0.03769,536.48104,1226.1215,0.76209068,0,0,0,0.076994915
WASP-58 b,308.29316,5.01718,,292.85,1.06,1.22,5800,0.058467963,441.45288,1167.7934,1.5091079,0,0,0,0.059283252
WASP-59 b,274.28557,7.919585,0.0697,125,0.72,0.61,4650,0.0700485,32.246084,605.96338,0.15586914,0,0,0,0.13022088
WASP-6 b,117.59636,3.36101,,198.23,0.55,0.73,5450,0.036015229,325.96925,1082.0199,0.42123105,0,0,0,0.079566379
WASP-60 b,174.8054,4.305,,436.37,1.19,1.17,5900,0.054870718,493.61361,1200.8581,1.4861697,0,0,0,0.089600781
WASP-61 b,851.77905,3.8559,,495.63,1.82,1.55,6250,0.058742243,951.85559,1415.1018,3.2845215,0,0,0,0.058734982
WASP-62 b,165.27056,4.41195,,176.53,1.11,1.23,6230,0.054496791,687.55776,1304.5845,2.041978,0,0,0,0.062711769
WASP-63 b,117.59636,4.37808,,293.13,1.28,1.86,5550,0.056855001,909.80668,1399.2077,2.9409421,0,0,0,0.058786347
WASP-64 b,403.95939,1.5732918,0.02648,350,1,1.06,5400,0.02648,1220.7858,1505.93,0.85600326,0,0,0,0.064157577
WASP-65 b,492.6334,2.3114243,0.0334,310,0.93,1.01,5600,0.0334,805.73192,1357.3522,0.8988423,0,0,0,0.0726238
WASP-66 b,746.89581,4.08605,,507.18,1.33,1.76,6600,0.054995761,1741.1304,1645.7078,5.2661075,0,0,0,0.058604478
WASP-67 b,136.66604,4.61442,,190.49,0.91,0.88,5200,0.052553474,183.68111,937.90972,0.50730292,0,0,0,0.07500254
WASP-68 b,343.25424,5.0843,,227.87,1.49,1.79,5910,0.066078335,802.09619,1355.8184,3.5022297,0,0,0,0.062491402
WASP-69 b,92.170121,3.86814,,50.03,0.98,0.86,4700,0.047890904,140.98435,877.88502,0.32335306,0,0,0,0.078965286
WASP-7 b,305.11488,4.9546416,0.0617,163.05,1.28,1.43,6400,0.0617,807.44005,1358.071,3.0738355,0,0,0,0.062066991
WASP-70 A b,187.51852,3.7130203,0.04853,245,1.11,1.22,5763,0.04853,624.57156,1273.6217,1.4709665,0,0,0,0.070173523
WASP-71 b,441.78092,2.90367,,366.45,0.76,1.82,6050,0.036342287,3010.4292,1887.1309,3.9760599,0,0,0,0.067988128
WASP-72 b,731.00441,2.21673,,440.17,2.78,2.18,6250,0.04677348,2969.7667,1880.7259,6.4971322,0,0,0,0.062804601
WASP-73 b,908.98809,4.08722,,319.57,2.52,2.55,6030,0.068065715,1662.5757,1626.8229,7.7026161,0,0,0,0.057890625
WASP-74 b,228.83616,2.13775,,149.85,0.98,1.42,5990,0.032251965,2235.9406,1751.9027,2.3258014,0,0,0,0.060013776
WASP-75 b,340.07596,2.484193,0.0375,260,1.14,1.26,6100,0.0375,1400.5111,1558.5349,1.9694687,0,0,0,0.06409039
WASP-76 b,292.40176,1.809886,0.033,120,1.46,1.73,6250,0.033,3757.2755,1994.6338,4.091673,0,0,0,0.045627201
WASP-77 A b,727.82613,1.36003,,105.47,1.49,1.09,5365,0.027432831,1171.8696,1490.6124,0.88190245,0,0,0,0.059662307
WASP-78 b,352.78908,2.17518,,771.13,1.87,2.46,6100,0.04046879,4583.9277,2096.3044,7.5072037,0,0,0,0.043386276
WASP-79 b,270.1538,3.66238,,248.45,1.43,1.6,6600,0.05237578,1586.512,1607.8878,4.352155,0,0,0,0.05001722
WASP-8 b,807.28313,8.15872,,90.19,1.34,1.03,5600,0.091623704,128.64808,842.03997,0.93479247,0,0,0,0.078552866
WASP-8 c,3003.4746,4323,5.28,90.19,1.34,1.03,5600,5.28,0.033531066,109.02014,0.93479247,0,0,0,0.1056987
WASP-80 b,170.99147,3.0678523,0.0344,49.86,0.58,0.59,4143,0.034400069,77.649093,756.27311,0.091886647,0,0,0,0.09204454
WASP-81 b,231.69661,2.7164762,0.03908,402.96,1.08,1.28,5870,0.039165116,1143.6677,1480.3503,1.7428539,0,0,0,0.057851356
WASP-82 b,371.85876,2.70579,,277.84,1.48,2.1,6480,0.04329717,3716.2783,1989.1703,6.9667024,0,0,0,0.051039014
WASP-83 b,95.348401,4.971252,0.059,300,1.11,1.05,5510,0.059,261.55897,1024.5598,0.91048677,0,0,0,0.07973077
WASP-84 b,220.57263,8.5234865,0.0771,125,0.84,0.75,5314,0.0771,67.606526,730.53674,0.40188091,0,0,0,0.098209101
WASP-85 A b,402.05242,2.6556777,0.039,142.46,1.09,0.94,6112,0.039,726.35432,1322.6107,1.1047849,0,0,0,0.066170468
WASP-87 b,692.86505,1.682795,0.02946,300.92,1.2,1.63,6450,0.02946,4747.1967,2114.7265,4.1200522,0,0,0,0.058788253
WASP-88 b,133.48776,4.954,,531.61,0.94,1.8,6430,0.055700125,1599.4299,1611.1509,4.9622375,0,0,0,0.056485918
WASP-89 b,1875.1852,3.3564227,0.0427,293.38,0.92,0.88,5130,0.043495266,268.60291,1024.0958,0.48053326,0,0,0,0.079623458
WASP-90 b,200.23164,3.916243,0.0562,340,1.55,1.98,6430,0.0562,1901.0358,1682.2575,6.0043074,0,0,0,0.051022735
WASP-91 b,425.88952,2.798581,0.037,150.59,0.84,0.86,4920,0.037,283.6237,1045.5156,0.38828084,0,0,0,0.080057615
WASP-92 b,255.85154,2.1746742,0.0348,530,1.19,1.34,6280,0.0348,2066.2284,1717.6691,2.5022853,0,0,0,0.056301726
WASP-93 b,467.20716,2.7325321,0.04211,250,1.33,1.52,6700,0.04211,2352.3641,1774.2755,4.1713347,0,0,0,0.051874909
WASP-94 A b,158.914,3.95019,,212.46,1.67,1.48,6170,0.058008776,845.21137,1373.6821,2.8441515,0,0,0,0.053180587
WASP-94 B b,196.41771,2.00839,0.0335,180,1.24,1.35,6040,0.0335,1936.4858,1690.0459,2.1732212,0,0,0,0.064588906
WASP-95 b,457.67232,2.18467,,138.09,1.46,1.23,5830,0.037372406,1121.1687,1474.2212,1.5659327,0,0,0,0.066125034
WASP-96 b,152.55744,3.4252602,0.0453,356.02,1.06,1.05,5540,0.0453,453.42963,1175.6347,0.93047842,0,0,0,0.068981653
WASP-97 b,432.24608,2.07276,,151.73,1.18,1.08,5640,0.033612661,935.93736,1409.148,1.0574323,0,0,0,0.070883832
WASP-98 b,293.03742,2.9626404,0.03762,284.05,0.81,0.74,5473,0.03762,311.04004,1069.9143,0.44020389,0,0,0,0.072960162
WASP-99 b,772.32205,5.75251,,159.39,1.21,1.64,6150,0.066938545,769.35055,1341.7635,3.447282,0,0,0,0.078318789
WD 0806-661 b,2383.71,,2500,19.2,0.62,,,2500,,,,0,0,0,
WISEP J121756.91+162640.2 A b,6992.2161,,8,10.1,0.03,0.09,575,8,1.24E-08,2.6881975,7.93E-07,0,0,0,0.083028968
WTS-1 b,1274.4903,3.352057,0.047,3200,1.2,1.15,6250,0.047235,822.6045,1361.8363,1.8080249,0,0,0,0.056082367
WTS-2 b,355.96736,1.0187068,0.01855,1000,0.82,0.75,5000,0.01855,915.3841,1401.3472,0.31498596,0,0,0,0.060579584
Wolf 1061 b,1.9101463,4.8869,0.0375,4.31,0.29,0.31,3342,0.037921875,7.7253275,422.93566,0.010740829,0,0,0,0.45093767
Wolf 1061 c,3.4102945,17.8719,0.089,4.31,0.29,0.31,3342,0.08953845,1.3642731,274.71341,0.010740829,1,0,1,0.79271108
Wolf 1061 d,7.7009725,217.21,0.47,4.31,0.29,0.31,3342,0.5410875,0.058219704,117.18634,0.010740829,0,0,0,0.29228715
Wolf 503 b,,6.00118,0.0571,44.58,0.69,0.69,4716,0.0571,64.715721,722.599,0.21099979,0,0,0,0.2735475
XO-1 b,263.79724,3.94153,,164.33,0.88,0.88,5750,0.046785758,346.49585,1099.1815,0.75844723,0,0,0,0.072826722
XO-2 N b,179.89065,2.6158618,0.0368,154.94,0.97,0.99,,0.0368,,,,0,0,0,
XO-2 S b,82.635281,18.157,0.13,152.06,0.98,1,5399,0.132106,45.793867,658.67563,0.76127568,0,0,0,0.10333384
XO-2 S c,435.42436,120.8,0.4756,152.06,0.98,1,5399,0.48115212,3.4055582,344.56546,0.76127568,0,0,0,0.27799921
XO-3 b,2316.9661,3.19154,,214.31,0.58,1.54,6429,0.036858781,3031.6213,1859.7685,3.6299763,0,0,0,0.057971706
XO-4 b,451.31576,4.12508,,274.79,1.1,1.45,6397,0.051951174,1168.7976,1489.6346,3.1544965,0,0,0,0.06515054
XO-5 b,378.21532,4.1877558,0.0515,278.37,1.04,1.13,5430,0.0515,374.99925,1121.1211,0.99459175,0,0,0,0.072592766
XO-6 b,1398.4432,3.7650007,0.0815,237.06,1.47,1.93,6720,0.0815,1024.6255,1441.4056,6.8058184,0,0,0,0.041440142
YZ Cet b,0.75007409,1.96876,0.01557,3.6,0.13,0.17,3056,0.01557,9.3158538,445.09281,0.002258395,0,0,0,0.42941265
YZ Cet c,0.97891025,3.06008,0.0209,3.6,0.13,0.17,3056,0.02091672,5.1743408,384.13006,0.002258395,0,0,0,0.52193958
YZ Cet d,1.1410025,4.65627,0.02764,3.6,0.13,0.17,3056,0.027869979,2.9810397,333.71223,0.002258395,0,0,0,0.64777474
